data_collected,sample_ID,bioreactor_ID,influent_id,NOx_conc,NO2_conc,NO3_conc,Ammonia_ammonia_conc,DRP_conc,TOC_conc,pH,DO_conc
7/5/23,CC,2,8,14.03,0.0391,13.991,0.0219,0.002,20.12,7.537,9.39
7/5/23,CC,3,8,21.747,0.3311,21.415,0.3638,0.002,15.07,7.261,8.2
7/5/23,WC,4,8,26.036,0.0837,25.952,0.0158,0.007,8.565,6.923,6.69
7/5/23,WC,5,8,25.662,0.0155,25.647,0.0849,0.002,9.388,7.4,7.99
7/5/23,WC,6,8,23.547,0.108,23.439,0.0152,0.012,8.13,7.07,7.68
7/14/23,influent,NA,9,29.4,0.0039,29.396,ND,0.055,1.057,7.836,8.3
7/14/23,CC,1,9,8.374,0.0377,8.336,0.0426,0.002,33.59,7.037,6.95
7/14/23,CC,2,9,8.197,0.158,8.039,0.0414,0.001,23.99,7.537,8.75
7/14/23,CC,3,9,22.437,0.4668,21.971,0.7469,0.01,13.6,7.221,7.43
7/14/23,WC,4,9,25.937,0.0988,25.838,0.0309,0.013,7.666,7.124,7.37
7/14/23,WC,5,9,26.7,0.0131,26.687,0.1213,0.008,7.732,7.186,6.86
7/14/23,WC,6,9,26.35,0.0956,26.255,0.0186,0.019,7.171,7.15,8.25
7/21/23,influent,NA,10,29.207,0.0036,29.204,0.0336,0.065,1.54,6.591,8.15
7/21/23,CC,1,10,6.407,0.0122,6.395,0.0737,0.002,37.5,6.799,6.87
7/21/23,CC,2,10,8.629,0.1934,8.435,0.1547,0.003,27.81,7.304,8.55
7/21/23,CC,3,10,21.515,0.5985,20.917,0.7257,0.013,12.46,6.995,7.5
7/21/23,WC,4,10,27.497,0.1608,27.337,0.0492,0.012,7.017,6.933,8.06
7/21/23,WC,5,10,26.801,0.0225,26.778,0.2314,0.011,8.332,6.828,7.55
7/21/23,WC,6,10,27.018,0.2624,26.756,0.0443,0.017,7.747,6.805,8.26
7/28/23,influent,NA,11,29.247,0.0028,29.244,ND,0.104,1.501,7.75,8.51
7/28/23,CC,1,11,9.194,0.7269,8.468,0.02,0.004,32.79,7.005,7.6
7/28/23,CC,2,11,7.645,0.4056,7.239,0.0053,0.012,31.87,7.056,6.76
7/28/23,CC,3,11,21.797,0.321,21.476,0.3912,0.028,12.67,7.172,7.38
7/28/23,WC,4,11,26.939,0.1978,26.742,0.0046,0.031,7.438,6.929,6.32
7/28/23,WC,5,11,25.864,0.0237,25.84,0.0877,0.019,8.075,7.08,6.16
7/28/23,WC,6,11,25.324,0.2829,25.041,ND,0.029,8.394,6.993,5.96
8/4/23,influent,NA,12,32.18,0.0058,32.175,ND,0.074,1.147,6.523,7.85
8/4/23,CC,1,12,5.136,0.0264,5.109,0.0788,0.003,37.5,7.058,6.83
8/4/23,CC,2,12,10.801,0.0097,10.791,0.0465,0.002,23.44,7.153,6.53
8/4/23,CC,3,12,21.593,0.4454,21.147,0.4071,0.01,12.69,7.206,8.04
8/4/23,WC,4,12,27.37,0.1769,27.193,0.0229,0.021,7.632,7.068,7.72
8/4/23,WC,5,12,25.81,0.0257,25.785,0.0672,0.006,8.112,7.149,8.1
8/4/23,WC,6,12,25.944,0.2121,25.732,ND,0.013,8.64,7.09,8.39
8/11/23,influent,NA,13,30.677,0.0033,30.674,ND,0.085,0.8533,6.937,6.79
8/11/23,CC,1,13,5.105,0.5229,4.582,0.0231,-0.001,36.92,6.487,8.6
8/11/23,CC,2,13,10.444,0.0245,10.419,0.0579,-0.001,24.66,7.039,6.51
8/11/23,CC,3,13,21.334,0.3231,21.01,0.4253,-0.002,12.58,7.145,5.91
8/11/23,WC,4,13,26.446,0.1642,26.282,0.0325,0.013,7.35,7.109,7.67
8/11/23,WC,5,13,24.882,0.0197,24.863,0.1318,0.009,8.117,6.961,7.98
8/11/23,WC,6,13,25.342,0.1151,25.227,0.0315,0.018,8.884,6.962,7.57
8/18/23,influent,NA,14,29.286,0.0058,29.28,0.023,0.106,1.04,6.516,8.4
8/18/23,CC,1,14,4.015,0.6204,3.395,0.0437,0.006,36.08,7.285,7.09
8/18/23,CC,2,14,7.999,0.0472,7.951,0.0562,0.001,27.92,7.236,8.48
8/18/23,CC,3,14,19.991,0.3117,19.68,0.363,0.017,12.75,7.13,7.01
8/18/23,WC,4,14,26.249,0.1253,26.124,0.0836,0.016,7.692,7.067,7.05
8/18/23,WC,5,14,23.545,0.0236,23.521,0.1379,0.006,10.3,6.92,7.92
8/18/23,WC,6,14,24.137,0.1265,24.011,0.0321,0.023,7.975,7.07,8.3
8/25/23,influent,NA,15,28.092,0.003,28.089,ND,0.081,0.7749,6.328,8.77
8/25/23,CC,1,15,4.557,0.0986,4.458,0.0226,0.002,32.65,7.015,7.36
8/25/23,CC,2,15,6.299,0.0115,6.288,0.0377,0.002,29.74,7.217,8.09
8/25/23,CC,3,15,20.411,0.1872,20.224,0.3005,0.017,12.92,7.08,7.92
8/25/23,WC,4,15,26.304,0.1142,26.19,0.0656,0.025,7.348,6.945,8.19
8/25/23,WC,5,15,24.319,0.0274,24.291,0.2652,0.008,10.48,7.048,8.45
8/25/23,WC,6,15,24.429,0.3404,24.089,ND,0.02,13.67,7.022,8.23
9/1/23,influent,NA,16,30.414,0.0016,30.412,ND,0.087,1.104,6.335,8.66
9/1/23,CC,1,16,4.134,0.0717,4.063,0.1439,0.002,31.8,7.005,7.27
9/1/23,CC,2,16,7.758,0.0233,7.734,0.0129,0.002,32.45,7.207,645
9/1/23,CC,3,16,19.922,0.2092,19.713,0.3326,0.023,13.02,7.097,8.35
9/1/23,WC,4,16,27.321,0.1141,27.207,0.0602,0.022,7.509,6.901,8.05
9/1/23,WC,5,16,24.329,0.0282,24.301,0.2582,0.033,10.12,6.894,8
9/1/23,WC,6,16,24.394,0.1444,24.25,0.0657,0.02,9.509,6.335,8.28
9/8/23,influent,NA,17,32.029,0.0018,32.027,ND,0.082,1.34,6.292,8.28
9/8/23,CC,1,17,4.222,0.0745,4.148,0.1531,0.003,34.69,7.075,7.71
9/8/23,CC,2,17,10.132,0.0167,10.115,0.2656,0.005,25.71,7.259,6.06
9/8/23,CC,3,17,24.531,0.2281,24.303,0.3186,0.049,9.871,6.944,8.29
9/8/23,WC,4,17,28.014,0.0973,27.917,0.1249,0.024,6.694,6.923,8.13
9/8/23,WC,5,17,25.544,0.0191,25.525,0.3499,0.005,9.653,7.009,8.09
9/8/23,WC,6,17,26.584,0.1462,26.438,0.0924,0.025,8.042,6.995,8
9/15/23,influent,NA,18,30.543,0.004,30.539,ND,0.084,0.9296,6.214,8.7
9/15/23,CC,1,18,3.041,0.2992,2.742,0.0475,0.001,33.47,7.764,9.01
9/15/23,CC,2,18,6.753,0.0397,6.713,0.1232,0.002,26.66,7.468,8.95
9/15/23,CC,3,18,23.359,0.1447,23.214,0.2951,0.035,11,6.857,8.28
9/15/23,WC,4,18,26.638,0.0851,26.553,0.1163,0.014,8.381,6.742,7.56
9/15/23,WC,5,18,23.343,0.023,23.32,0.4873,0.006,11.56,6.988,8.01
9/15/23,WC,6,18,24.638,0.1089,24.529,0.136,0.011,10.02,6.969,7.67
9/22/23,influent,NA,19,29.014,0.0025,29.011,ND,0.086,0.7857,5.617,9.12
9/22/23,CC,1,19,4.817,0.5289,4.288,0.0885,0.004,33.64,7.171,8.23
9/22/23,CC,2,19,8.18,0.0449,8.135,0.1619,0.005,28.04,7.152,7.57
9/22/23,CC,3,19,21.698,0.117,21.581,0.2874,0.034,12.44,6.983,8.24
9/22/23,WC,4,19,26.543,0.0678,26.475,0.1521,0.024,9.527,6.812,8.42
9/22/23,WC,5,19,24.517,0.059,24.458,0.3699,0.004,11.58,7.104,8.2
9/22/23,WC,6,19,24.349,0.18,24.169,0.0886,0.009,11.02,6.971,7.49
9/28/23,influent,NA,20,34.92,0.0012,34.919,ND,0.079,0.929,,
9/28/23,CC,1,20,10.582,0.3125,10.27,0.0203,ND,32.89,,
9/28/23,CC,2,20,14.059,0.0298,14.029,0.1334,ND,26.18,,
9/28/23,CC,3,20,28.362,0.0925,28.27,0.2013,0.047,11.39,,
9/28/23,WC,4,20,30.017,0.1105,29.906,0.1163,0.002,9.648,,
9/28/23,WC,5,20,29.978,0.033,29.945,0.3334,ND,11.17,,
9/28/23,WC,6,20,30.069,0.2439,29.825,0.053,ND,10.44,,
10/6/23,influent,NA,21,27.853,0.0006,27.852,0.0166,0.067,1.03,,
10/6/23,CC,1,21,ND,0.0019,ND,0.0204,0.002,60.61,,
10/6/23,CC,2,21,1.79,0.0818,1.708,0.0713,0.002,41.28,,
10/6/23,CC,3,21,17.209,0.0951,17.114,0.5726,0.027,17.93,,
10/6/23,WC,4,21,23.695,0.1141,23.581,0.3288,0.015,11.67,,
10/6/23,WC,5,21,21.152,0.1023,21.05,0.6963,0.006,14.83,,
10/6/23,WC,6,21,21.214,0.3633,20.85,0.3434,ND,15.38,,
10/13/23,influent,NA,22,31.379,0.0035,31.376,ND,0.105,1.006,,
10/13/23,CC,1,22,0.675,0.2729,0.402,0.1093,0.003,53.18,,
10/13/23,CC,2,22,0.555,0.1064,0.449,0.0862,0.003,49.18,,
10/13/23,CC,3,22,15.104,0.6012,14.503,0.3858,0.029,20.43,,
10/13/23,WC,4,22,21.89,0.1413,21.748,0.2925,0.024,12.67,,
10/13/23,WC,5,22,19.37,0.1981,19.172,0.7536,0.01,15.97,,
10/13/23,WC,6,22,21.392,0.2813,21.111,0.2768,0.01,14.39,,
10/27/23,influent,NA,23,29.153,0.0056,29.147,0.0048,0.109,1.559,,
10/27/23,CC,1,23,.,.,.,.,.,.,.,.
10/27/23,CC,2,23,.,.,.,.,.,.,.,.
10/27/23,CC,3,23,.,.,.,.,.,.,.,.
10/27/23,WC,4,23,23.651,0.1109,23.54,0.3686,0.03,11.36,,
10/27/23,WC,5,23,20.731,0.0981,20.633,0.5365,0.02,13.91,,
10/27/23,WC,6,23,21.829,0.9776,20.8514,0.2799,0.093,13.87,,
11/3/23,influent,NA,24,30.529,0.004,30.525,0.0041,0.104,1.452,,
11/3/23,CC,1,24,.,.,.,.,.,.,.,.
11/3/23,CC,2,24,.,.,.,.,.,.,.,.
11/3/23,CC,3,24,.,.,.,.,.,.,.,.
11/3/23,WC,4,24,23.777,0.1555,23.621,0.3049,0.023,11.81,,
11/3/23,WC,5,24,18.668,0.1495,18.519,0.6619,0.01,17.46,,
11/3/23,WC,6,24,22.217,0.2702,21.947,0.1627,0.056,13.41,,
11/10/23,influent,NA,25,31.867,0.0046,31.863,0.0246,0.096,2.005,,
11/10/23,CC,1,25,.,.,.,.,.,.,.,.
11/10/23,CC,2,25,.,.,.,.,.,.,.,.
11/10/23,CC,3,25,.,.,.,.,.,.,.,.
11/10/23,WC,4,25,26.523,0.0994,26.423,0.3015,0.028,9.744,,
11/10/23,WC,5,25,20.407,0.1508,20.257,0.5686,0.013,17.32,,
11/10/23,WC,6,25,24.097,0.4392,23.658,0.1486,0.05,12.66,,
11/17/23,influent,NA,26,32.566,0.0062,32.56,0.0078,0.085,1.269,,
11/17/23,CC,1,26,.,.,.,.,.,.,.,.
11/17/23,CC,2,26,.,.,.,.,.,.,.,.
11/17/23,CC,3,26,.,.,.,.,.,.,.,.
11/17/23,WC,4,26,22.861,0.077,22.784,0.5157,0.029,14.07,,
11/17/23,WC,5,26,19.11,0.0979,19.012,0.7137,0.014,18.98,,
11/17/23,WC,6,26,23.577,0.2332,23.343,0.1545,0.067,14.93,,
12/1/23,influent,NA,27,31.185,0.0049,31.18,0.0431,0.082,3.447,,
12/1/23,CC,1,27,.,.,.,.,.,.,.,.
12/1/23,CC,2,27,.,.,.,.,.,.,.,.
12/1/23,CC,3,27,.,.,.,.,.,.,.,.
12/1/23,WC,4,27,22.894,0.0758,22.818,0.3593,0.024,10.77,,
12/1/23,WC,5,27,20.23,0.1711,20.059,0.6059,0.012,16.6,,
12/1/23,WC,6,27,24.881,0.3356,24.545,0.1578,0.043,12.75,,
12/8/23,influent,NA,28,31.534,0.0016,31.532,ND,0.105,1.203,,
12/8/23,CC,1,28,18.763,4.1942,14.5688,5.1408,0.016,86.62,,
12/8/23,CC,2,28,23.871,1.7991,22.0719,0.9976,0.043,55.42,,
12/8/23,CC,3,28,17.965,1.5901,16.3749,1.053,0.003,53.43,,
12/8/23,WC,4,28,24.673,0.2102,24.463,0.4662,0.025,11.99,,
12/8/23,WC,5,28,19.446,0.1342,19.312,0.5848,0.014,15.37,,
12/8/23,WC,6,28,24.244,0.2794,23.964,0.1425,0.035,11.73,,
12/15/23,influent,NA,29,31.222,0.0031,31.219,0.0045,0.088,1.922,,
12/15/23,CC,1,29,0.003,0.0151,-0.0121,0.0157,0.004,60.24,,
12/15/23,CC,2,29,0.894,0.0131,0.881,0.2599,0.003,42.57,,
12/15/23,CC,3,29,0.551,0.0228,0.528,0.0166,0.002,54.76,,
12/15/23,WC,4,29,25.504,0.121,25.383,0.3388,0.02,10.89,,
12/15/23,WC,5,29,21.866,0.1654,21.7,0.5425,0.01,15.13,,
12/15/23,WC,6,29,25.661,0.3962,25.264,0.1149,0.03,10.08,,
12/21/23,influent,NA,30,31.001,0.0018,31,ND,0.099,1.195,,
12/21/23,CC,1,30,0.828,0.0094,0.818,0.3376,ND,76.5,,
12/21/23,CC,2,30,0.047,0.0164,0.0306,0.1922,ND,59.14,,
12/21/23,CC,3,30,0.011,0.0145,-0.0035,0.1872,ND,58.75,,
12/21/23,WC,4,30,26.198,0.108,26.09,0.2505,0.031,9.262,,
12/21/23,WC,5,30,21.219,0.1738,21.045,0.4072,0.008,13.44,,
12/21/23,WC,6,30,25.063,0.3924,24.6706,0.1131,0.035,10.22,,
1/5/24,influent,NA,31,32.543,0.0067,32.536,ND,0.114,1.257,,
1/5/24,CC,1,31,4.305,0.8058,3.4992,0.1906,0.009,53.14,,
1/5/24,CC,2,31,3.807,0.065,3.742,0.1462,0.009,45.17,,
1/5/24,CC,3,31,3.05,0.0256,3.025,0.078,0.002,53.59,,
1/5/24,WC,4,31,22.565,0.1535,22.412,0.2081,0.041,12.57,,
1/5/24,WC,5,31,18.324,0.1078,18.216,0.1735,0.086,16.63,,
1/5/24,WC,6,31,22.866,0.3059,22.56,0.0931,0.029,13.19,,
1/22/24,influent,NA,32,31.696,0.0103,31.686,0.0322,0.103,1.578,,
1/22/24,CC,1,32,0.647,0.1183,0.529,0.7229,0.002,67.3,,
1/22/24,CC,2,32,0.749,0.1242,0.625,0.2634,ND,54.56,,
1/22/24,CC,3,32,2.637,0.1418,2.495,0.4139,0.002,53.55,,
1/22/24,WC,4,32,.,.,.,.,.,.,.,.
1/22/24,WC,5,32,.,.,.,.,.,.,.,.
1/22/24,WC,6,32,.,.,.,.,.,.,.,.
1/29/24,influent,NA,33,33.436,0.0115,33.424,0.0344,0.093,2.467,,
1/29/24,CC,1,33,6.354,1.067,5.287,0.6212,0.002,48.52,,
1/29/24,CC,2,33,4.815,0.9242,3.8908,0.2702,ND,44.31,,
1/29/24,CC,3,33,6.926,0.2703,6.656,0.3045,ND,43.98,,
1/29/24,WC,4,33,.,.,.,.,.,.,.,.
1/29/24,WC,5,33,.,.,.,.,.,.,.,.
1/29/24,WC,6,33,.,.,.,.,.,.,.,.
2/5/24,influent,NA,34,32.305,0.0106,32.294,0.0128,0.112,1.914,,
2/5/24,CC,1,34,5.537,0.6771,4.8599,0.4842,0.005,36.35,,
2/5/24,CC,2,34,4.187,0.8147,3.3723,0.2843,0.004,35.65,,
2/5/24,CC,3,34,5.088,0.58,4.508,0.0596,0.003,30.13,,
2/5/24,WC,4,34,.,.,.,.,.,.,.,.
2/5/24,WC,5,34,.,.,.,.,.,.,.,.
2/5/24,WC,6,34,.,.,.,.,.,.,.,.
2/12/24,influent,NA,35,33.304,0.0067,33.297,0.0162,0.096,1.36,,
2/12/24,CC,1,35,5.963,0.6878,5.275,0.2565,0.003,24.63,,
2/12/24,CC,2,35,3.863,1.3716,2.4914,0.034,0.002,26.66,,
2/12/24,CC,3,35,3.759,0.7022,3.057,0.2188,0.004,24.95,,
2/12/24,WC,4,35,.,.,.,.,.,.,.,.
2/12/24,WC,5,35,.,.,.,.,.,.,.,.
2/12/24,WC,6,35,.,.,.,.,.,.,.,.
2/19/24,influent,NA,36,32.24,0.002,32.238,0.0061,0.097,0.9499,,
2/19/24,CC,1,36,5.786,0.4274,5.359,0.1215,0.003,24.09,,
2/19/24,CC,2,36,3.941,1.0655,2.8755,0.1072,0.002,23.96,,
2/19/24,CC,3,36,3.79,0.4021,3.388,0.1524,0.003,25.73,,
2/19/24,WC,4,36,.,.,.,.,.,.,.,.
2/19/24,WC,5,36,.,.,.,.,.,.,.,.
2/19/24,WC,6,36,.,.,.,.,.,.,.,.
2/26/24,influent,NA,37,33.943,0.0072,33.936,0.0124,0.095,1.033,,
2/26/24,CC,1,37,5.129,0.1944,4.935,0.0684,0.004,24.17,,
2/26/24,CC,2,37,5.741,0.5781,5.162,0.061,0.003,22.34,,
2/26/24,CC,3,37,3.834,0.2287,3.605,0.1121,0.005,23.01,,
2/26/24,WC,4,37,.,.,.,.,.,.,.,.
2/26/24,WC,5,37,.,.,.,.,.,.,.,.
2/26/24,WC,6,37,.,.,.,.,.,.,.,.
3/4/24,influent,NA,38,32.806,0.007,32.799,0.0146,0.11,1.268,,
3/4/24,CC,1,38,3.292,0.5611,2.731,0.3386,0.007,26.45,,
3/4/24,CC,2,38,4.402,0.1652,4.237,0.1219,0.003,22.22,,
3/4/24,CC,3,38,6.449,0.1455,6.303,0.2175,0.005,26.98,,
3/4/24,WC,4,38,.,.,.,.,.,.,.,.
3/4/24,WC,5,38,.,.,.,.,.,.,.,.
3/4/24,WC,6,38,.,.,.,.,.,.,.,.
